HCPCS,DESCRIPTION,RVU,FACTOR
A7040,One way chest drain valve,0.00,36.0896
A7041,Water seal drain container,0.00,36.0896
A7044,Pap oral interface,0.00,36.0896
A7045,Repl exhalation port for pap,0.00,36.0896
A7046,"Repl water chamber, pap dev",0.00,36.0896
A7047,Resp suction oral interface,0.00,36.0896
A7048,Vacuum drain bottle/tube kit,0.00,36.0896
A7501,Tracheostoma valve w diaphra,0.00,36.0896
A7502,Replacement diaphragm/fplate,0.00,36.0896
A7503,Hmes filter holder or cap,0.00,36.0896
A7504,Tracheostoma hmes filter,0.00,36.0896
A7505,Hmes or trach valve housing,0.00,36.0896
A7506,Hmes/trachvalve adhesivedisk,0.00,36.0896
A7507,Integrated filter & holder,0.00,36.0896
A7508,Housing & integrated adhesiv,0.00,36.0896
A7509,Heat & moisture exchange sys,0.00,36.0896
A7520,Trach/laryn tube non-cuffed,0.00,36.0896
A7521,Trach/laryn tube cuffed,0.00,36.0896
A7522,Trach/laryn tube stainless,0.00,36.0896
A7523,Tracheostomy shower protect,0.00,36.0896
A7524,Tracheostoma stent/stud/bttn,0.00,36.0896
A7525,Tracheostomy mask,0.00,36.0896
A7526,Tracheostomy tube collar,0.00,36.0896
A7527,Trach/laryn tube plug/stop,0.00,36.0896
A8000,Soft protect helmet prefab,0.00,36.0896
A8001,Hard protect helmet prefab,0.00,36.0896
A8002,Soft protect helmet custom,0.00,36.0896
A8003,Hard protect helmet custom,0.00,36.0896
A8004,"Repl soft interface, helmet",0.00,36.0896
A9150,Misc/exper non-prescript dru,0.00,36.0896
A9152,Single vitamin nos,0.00,36.0896
A9153,Multi-vitamin nos,0.00,36.0896
A9155,Artificial saliva,0.00,36.0896
A9180,"Lice treatment, topical",0.00,36.0896
A9270,Non-covered item or service,0.00,36.0896
A9272,"Disp wound suct, drsg/access",0.00,36.0896
A9273,Hot/cold botle/cap/col/wrap,0.00,36.0896
A9274,Ext amb insulin delivery sys,0.00,36.0896
A9275,Disp home glucose monitor,0.00,36.0896
A9276,"Disposable sensor, cgm sys",0.00,36.0896
A9277,"External transmitter, cgm",0.00,36.0896
A9278,"External receiver, cgm sys",0.00,36.0896
A9279,Monitoring feature/devicenoc,0.00,36.0896
A9280,"Alert device, noc",0.00,36.0896
A9281,Reaching/grabbing device,0.00,36.0896
A9282,Wig any type,0.00,36.0896
A9283,Foot press off load supp dev,0.00,36.0896
A9284,Non-electronic spirometer,0.00,36.0896
A9285,Inversion eversion cor devic,0.00,36.0896
A9286,"Any hygienic item, device",0.00,36.0896
A9300,Exercise equipment,0.00,36.0896
A9500,Tc99m sestamibi,0.00,36.0896
A9501,Technetium tc-99m teboroxime,0.00,36.0896
A9502,Tc99m tetrofosmin,0.00,36.0896
A9503,Tc99m medronate,0.00,36.0896
A9504,Tc99m apcitide,0.00,36.0896
A9505,Tl201 thallium,0.00,36.0896
A9507,In111 capromab,0.00,36.0896
A9508,"I131 iodobenguate, dx",0.00,36.0896
A9509,Iodine i-123 sod iodide mil,0.00,36.0896
A9510,Tc99m disofenin,0.00,36.0896
A9512,Tc99m pertechnetate,0.00,36.0896
A9513,Lutetium lu 177 dotatat ther,0.00,36.0896
A9515,Choline c-11,0.00,36.0896
A9516,Iodine i-123 sod iodide mic,0.00,36.0896
A9517,"I131 iodide cap, rx",0.00,36.0896
A9520,Tc99 tilmanocept diag 0.5mci,0.00,36.0896
A9521,Tc99m exametazime,0.00,36.0896
A9524,"I131 serum albumin, dx",0.00,36.0896
A9526,Nitrogen n-13 ammonia,0.00,36.0896
A9527,Iodine i-125 sodium iodide,0.00,36.0896
A9528,"Iodine i-131 iodide cap, dx",0.00,36.0896
A9529,"I131 iodide sol, dx",0.00,36.0896
A9530,"I131 iodide sol, rx",0.00,36.0896
A9531,I131 max 100uci,0.00,36.0896
A9532,"I125 serum albumin, dx",0.00,36.0896
A9536,Tc99m depreotide,0.00,36.0896
A9537,Tc99m mebrofenin,0.00,36.0896
A9538,Tc99m pyrophosphate,0.00,36.0896
A9539,Tc99m pentetate,0.00,36.0896
A9540,Tc99m maa,0.00,36.0896
A9541,Tc99m sulfur colloid,0.00,36.0896
A9542,"In111 ibritumomab, dx",0.00,36.0896
A9543,"Y90 ibritumomab, rx",0.00,36.0896
A9546,Co57/58,0.00,36.0896
A9547,In111 oxyquinoline,0.00,36.0896
A9548,In111 pentetate,0.00,36.0896
A9550,Tc99m gluceptate,0.00,36.0896
A9551,Tc99m succimer,0.00,36.0896
A9552,F18 fdg,0.00,36.0896
A9553,Cr51 chromate,0.00,36.0896
A9554,"I125 iothalamate, dx",0.00,36.0896
A9555,Rb82 rubidium,0.00,36.0896
A9556,Ga67 gallium,0.00,36.0896
A9557,Tc99m bicisate,0.00,36.0896
A9558,Xe133 xenon 10mci,0.00,36.0896
A9559,Co57 cyano,0.00,36.0896
A9560,Tc99m labeled rbc,0.00,36.0896
A9561,Tc99m oxidronate,0.00,36.0896
A9562,Tc99m mertiatide,0.00,36.0896
A9563,P32 na phosphate,0.00,36.0896
A9564,P32 chromic phosphate,0.00,36.0896
A9566,Tc99m fanolesomab,0.00,36.0896
A9567,Technetium tc-99m aerosol,0.00,36.0896
A9568,Technetium tc99m arcitumomab,0.00,36.0896
A9569,Technetium tc-99m auto wbc,0.00,36.0896
A9570,Indium in-111 auto wbc,0.00,36.0896
A9571,Indium in-111 auto platelet,0.00,36.0896
A9572,Indium in-111 pentetreotide,0.00,36.0896
A9575,Inj gadoterate meglumi 0.1ml,0.00,36.0896
A9576,Inj prohance multipack,0.00,36.0896
A9577,Inj multihance,0.00,36.0896
A9578,Inj multihance multipack,0.00,36.0896
A9579,"Gad-base mr contrast nos,1ml",0.00,36.0896
A9580,Sodium fluoride f-18,0.00,36.0896
A9581,Gadoxetate disodium inj,0.00,36.0896
A9582,Iodine i-123 iobenguane,0.00,36.0896
A9583,Gadofosveset trisodium inj,0.00,36.0896
A9584,Iodine i-123 ioflupane,0.00,36.0896
A9585,Gadobutrol injection,0.00,36.0896
A9586,Florbetapir f18,0.00,36.0896
A9587,Gallium ga-68,0.00,36.0896
A9588,Fluciclovine f-18,0.00,36.0896
A9589,Insti hexaminolevulinate hcl,0.00,36.0896
A9590,Iodine i-131 iobenguane 1mci,0.00,36.0896
A9597,"Pet, dx, for tumor id, noc",0.00,36.0896
A9598,"Pet dx for non-tumor id, noc",0.00,36.0896
A9600,Sr89 strontium,0.00,36.0896
A9604,Sm 153 lexidronam,0.00,36.0896
A9606,Radium ra223 dichloride ther,0.00,36.0896
A9698,Non-rad contrast materialnoc,0.00,36.0896
A9699,Radiopharm rx agent noc,0.00,36.0896
A9700,Echocardiography contrast,0.00,36.0896
A9900,Supply/accessory/service,0.00,36.0896
A9901,Delivery/set up/dispensing,0.00,36.0896
A9999,"Dme supply or accessory, nos",0.00,36.0896
D0120,Periodic oral evaluation,0.00,36.0896
D0140,Limit oral eval problm focus,0.00,36.0896
D0145,"Oral evaluation, pt < 3yrs",0.00,36.0896
D0150,Comprehensve oral evaluation,0.00,36.0896
D0160,Extensv oral eval prob focus,0.00,36.0896
D0170,"Re-eval,est pt,problem focus",0.00,36.0896
D0171,Re-eval post-op visit,0.00,36.0896
D0180,Comp periodontal evaluation,0.00,36.0896
D0190,Screening of a patient,0.00,36.0896
D0191,Assessment of a patient,0.00,36.0896
D0210,Intraor complete film series,0.00,36.0896
D0220,Intraoral periapical first,0.00,36.0896
D0230,Intraoral periapical ea add,0.00,36.0896
D0240,Intraoral occlusal film,0.00,36.0896
D0250,Extraoral 2d project image,0.00,36.0896
D0251,Extraoral posterior image,0.00,36.0896
D0270,Dental bitewing single image,0.00,36.0896
D0272,Dental bitewings two images,0.00,36.0896
D0273,Bitewings - three images,0.00,36.0896
D0274,Bitewings four images,0.00,36.0896
D0277,Vert bitewings 7 to 8 images,0.00,36.0896
D0310,Dental saliography,0.00,36.0896
D0320,Dental tmj arthrogram incl i,0.00,36.0896
D0321,Other tmj images by report,0.00,36.0896
D0322,Dental tomographic survey,0.00,36.0896
D0330,Panoramic image,0.00,36.0896
D0340,2d cephalometric image,0.00,36.0896
D0350,Oral/facial photo images,0.00,36.0896
D0351,3d photographic image,0.00,36.0896
D0364,Cone beam ct capt & interp,0.00,36.0896
D0365,Cone beam ct interprete man,0.00,36.0896
D0366,Cone beam ct interprete max,0.00,36.0896
D0367,Cone beam ct interp both jaw,0.00,36.0896
D0368,Cone beam ct interprete tmj,0.00,36.0896
D0369,Max mri capture & interprete,0.00,36.0896
D0370,Max ultrasound capt & interp,0.00,36.0896
D0371,Sialoendoscopy capt & interp,0.00,36.0896
D0380,Cone beam ct capture limited,0.00,36.0896
D0381,Cone beam ct capt mandible,0.00,36.0896
D0382,Cone beam ct capt maxilla,0.00,36.0896
D0383,Cone beam ct both jaws,0.00,36.0896
D0384,Cone beam ct capture tmj,0.00,36.0896
D0385,Max mri image capture,0.00,36.0896
D0386,Max ultrasound image capture,0.00,36.0896
D0391,Imterprete diagnostic image,0.00,36.0896
D0393,Trtmnt simulation 3d image,0.00,36.0896
D0394,Digital sub 2 or more images,0.00,36.0896
D0395,Fusion 2 or more 3d images,0.00,36.0896
D0411,Hba1c in office testing,0.00,36.0896
D0412,Blood glucose level test,0.00,36.0896
D0414,Lab process microbial spec,0.00,36.0896
D0415,Collection of microorganisms,0.00,36.0896
D0416,Viral culture,0.00,36.0896
D0417,Collect & prep saliva sample,0.00,36.0896
D0418,Analysis of saliva sample,0.00,36.0896
D0419,Assess of salivary flow,0.00,36.0896
D0422,Collect & prep genetic samp,0.00,36.0896
D0423,Genetic test spec analysis,0.00,36.0896
D0425,Caries susceptibility test,0.00,36.0896
D0431,Diag tst detect mucos abnorm,0.00,36.0896
D0460,Pulp vitality test,0.00,36.0896
D0470,Diagnostic casts,0.00,36.0896
D0472,"Gross exam, prep & report",0.00,36.0896
D0473,"Micro exam, prep & report",0.00,36.0896
D0474,Micro w exam of surg margins,0.00,36.0896
D0475,Decalcification procedure,0.00,36.0896
D0476,Spec stains for microorganis,0.00,36.0896
D0477,Spec stains not for microorg,0.00,36.0896
D0478,Immunohistochemical stains,0.00,36.0896
D0479,Tissue in-situ hybridization,0.00,36.0896
D0480,Cytopath smear prep & report,0.00,36.0896
D0481,Electron microscopy,0.00,36.0896
D0482,Direct immunofluorescence,0.00,36.0896
D0483,Indirect immunofluorescence,0.00,36.0896
D0484,Consult slides prep elsewher,0.00,36.0896
D0485,Consult inc prep of slides,0.00,36.0896
D0486,Access of transep cytol samp,0.00,36.0896
D0502,Other oral pathology procedu,0.00,36.0896
D0600,Non-ionizing diag proc,0.00,36.0896
D0601,Caries risk assess low risk,0.00,36.0896
D0602,Caries risk assess mod risk,0.00,36.0896
D0603,Caries risk assess high risk,0.00,36.0896
D0999,Unspecified diagnostic proce,0.00,36.0896
D1110,Dental prophylaxis adult,0.00,36.0896
D1120,Dental prophylaxis child,0.00,36.0896
D1206,Topical fluoride varnish,0.00,36.0896
D1208,Topical app fluorid ex vrnsh,0.00,36.0896
D1310,Nutri counsel-control caries,0.00,36.0896
D1320,Tobacco counseling,0.00,36.0896
D1330,Oral hygiene instruction,0.00,36.0896
D1351,Dental sealant per tooth,0.00,36.0896
D1352,"Prev resin rest, perm tooth",0.00,36.0896
D1353,Sealant repair per tooth,0.00,36.0896
D1354,Int caries med app per tooth,0.00,36.0896
D1510,Space maintainer fxd unilat,0.00,36.0896
D1516,"Fixed bilat space maint, max",0.00,36.0896
D1517,"Fixed bilat space maint, man",0.00,36.0896
D1520,Remove unilat space maintain,0.00,36.0896
D1526,"Remove bilat space main, max",0.00,36.0896
D1527,"Remove bilat space main, man",0.00,36.0896
D1551,Recement space maint - max,0.00,36.0896
D1552,Recement space maint - man,0.00,36.0896
D1553,Recement unilat space maint,0.00,36.0896
D1556,Rem fixed unilat space maint,0.00,36.0896
D1557,Remove fixed bilat maint max,0.00,36.0896
D1558,Remove fixed bilat man,0.00,36.0896
D1575,"Dist space maint, fixed unil",0.00,36.0896
D1999,Unspecified preventive proc,0.00,36.0896
D2140,Amalgam one surface permanen,0.00,36.0896
D2150,Amalgam two surfaces permane,0.00,36.0896
D2160,Amalgam three surfaces perma,0.00,36.0896
D2161,Amalgam 4 or > surfaces perm,0.00,36.0896
D2330,Resin one surface-anterior,0.00,36.0896
D2331,Resin two surfaces-anterior,0.00,36.0896
D2332,Resin three surfaces-anterio,0.00,36.0896
D2335,Resin 4/> surf or w incis an,0.00,36.0896
D2390,Ant resin-based cmpst crown,0.00,36.0896
D2391,Post 1 srfc resinbased cmpst,0.00,36.0896
D2392,Post 2 srfc resinbased cmpst,0.00,36.0896
D2393,Post 3 srfc resinbased cmpst,0.00,36.0896
D2394,Post >=4srfc resinbase cmpst,0.00,36.0896
D2410,Dental gold foil one surface,0.00,36.0896
D2420,Dental gold foil two surface,0.00,36.0896
D2430,Dental gold foil three surfa,0.00,36.0896
D2510,Dental inlay metalic 1 surf,0.00,36.0896
D2520,Dental inlay metallic 2 surf,0.00,36.0896
D2530,Dental inlay metl 3/more sur,0.00,36.0896
D2542,Dental onlay metallic 2 surf,0.00,36.0896
D2543,Dental onlay metallic 3 surf,0.00,36.0896
D2544,Dental onlay metl 4/more sur,0.00,36.0896
D2610,Inlay porcelain/ceramic 1 su,0.00,36.0896
D2620,Inlay porcelain/ceramic 2 su,0.00,36.0896
D2630,Dental onlay porc 3/more sur,0.00,36.0896
D2642,Dental onlay porcelin 2 surf,0.00,36.0896
D2643,Dental onlay porcelin 3 surf,0.00,36.0896
D2644,Dental onlay porc 4/more sur,0.00,36.0896
D2650,Inlay composite/resin one su,0.00,36.0896
D2651,Inlay composite/resin two su,0.00,36.0896
D2652,Dental inlay resin 3/mre sur,0.00,36.0896
D2662,Dental onlay resin 2 surface,0.00,36.0896
D2663,Dental onlay resin 3 surface,0.00,36.0896
D2664,Dental onlay resin 4/mre sur,0.00,36.0896
D2710,Crown resin-based indirect,0.00,36.0896
D2712,Crown 3/4 resin-based compos,0.00,36.0896
D2720,Crown resin w/ high noble me,0.00,36.0896
D2721,Crown resin w/ base metal,0.00,36.0896
D2722,Crown resin w/ noble metal,0.00,36.0896
D2740,Crown porcelain/ceramic,0.00,36.0896
D2750,Crown porcelain w/ h noble m,0.00,36.0896
D2751,Crown porcelain fused base m,0.00,36.0896
D2752,Crown porcelain w/ noble met,0.00,36.0896
D2753,Crown porc fused to titanium,0.00,36.0896
D2780,Crown 3/4 cast hi noble met,0.00,36.0896
D2781,Crown 3/4 cast base metal,0.00,36.0896
D2782,Crown 3/4 cast noble metal,0.00,36.0896
D2783,Crown 3/4 porcelain/ceramic,0.00,36.0896
D2790,Crown full cast high noble m,0.00,36.0896
D2791,Crown full cast base metal,0.00,36.0896
D2792,Crown full cast noble metal,0.00,36.0896
D2794,Crown-titanium,0.00,36.0896
D2799,Provisional crown,0.00,36.0896
D2910,Recement inlay onlay or part,0.00,36.0896
D2915,Recement cast or prefab post,0.00,36.0896
D2920,Re-cement or re-bond crown,0.00,36.0896
D2921,Reattach tooth fragment,0.00,36.0896
D2929,Prefab porc/ceram crown pri,0.00,36.0896
D2930,Prefab stnlss steel crwn pri,0.00,36.0896
D2931,Prefab stnlss steel crown pe,0.00,36.0896
D2932,Prefabricated resin crown,0.00,36.0896
D2933,Prefab stainless steel crown,0.00,36.0896
D2934,Prefab steel crown primary,0.00,36.0896
D2940,Protective restoration,0.00,36.0896
D2941,Int therapeutic restoration,0.00,36.0896
D2949,Restorative foundation,0.00,36.0896
D2950,Core build-up incl any pins,0.00,36.0896
D2951,Tooth pin retention,0.00,36.0896
D2952,Post and core cast + crown,0.00,36.0896
D2953,Each addtnl cast post,0.00,36.0896
D2954,Prefab post/core + crown,0.00,36.0896
D2955,Post removal,0.00,36.0896
D2957,Each addtnl prefab post,0.00,36.0896
D2960,Laminate labial veneer,0.00,36.0896
D2961,Lab labial veneer resin,0.00,36.0896
D2962,Lab labial veneer porcelain,0.00,36.0896
D2971,Add proc construct new crown,0.00,36.0896
D2975,Coping,0.00,36.0896
D2980,Crown repair,0.00,36.0896
D2981,Inlay repair,0.00,36.0896
D2982,Onlay repair,0.00,36.0896
D2983,Veneer repair,0.00,36.0896
D2990,Resin infiltration of lesion,0.00,36.0896
D2999,Dental unspec restorative pr,0.00,36.0896
D3110,Pulp cap direct,0.00,36.0896
D3120,Pulp cap indirect,0.00,36.0896
D3220,Therapeutic pulpotomy,0.00,36.0896
D3221,Gross pulpal debridement,0.00,36.0896
D3222,Part pulp for apexogenesis,0.00,36.0896
D3230,Pulpal therapy anterior prim,0.00,36.0896
D3240,Pulpal therapy posterior pri,0.00,36.0896
D3310,"End thxpy, anterior tooth",0.00,36.0896
D3320,"End thxpy, premolar tooth",0.00,36.0896
D3330,"End thxpy, molar tooth",0.00,36.0896
D3331,Non-surg tx root canal obs,0.00,36.0896
D3332,Incomplete endodontic tx,0.00,36.0896
D3333,Internal root repair,0.00,36.0896
D3346,Retreat root canal anterior,0.00,36.0896
D3347,Retreat root canal premolar,0.00,36.0896
D3348,Retreat root canal molar,0.00,36.0896
D3351,Apexification/recalc initial,0.00,36.0896
D3352,Apexification/recalc interim,0.00,36.0896
D3353,Apexification/recalc final,0.00,36.0896
D3355,Pulpal regeneration initial,0.00,36.0896
D3356,Pulpal regeneration interim,0.00,36.0896
D3357,Pulpal regeneration complete,0.00,36.0896
D3410,Apicoectomy - anterior,0.00,36.0896
D3421,Root surgery premolar,0.00,36.0896
D3425,Root surgery molar,0.00,36.0896
D3426,Root surgery ea add root,0.00,36.0896
D3427,Periradicular surgery,0.00,36.0896
D3428,Bone graft peri per tooth,0.00,36.0896
D3429,Bone graft peri each addl,0.00,36.0896
D3430,Retrograde filling,0.00,36.0896
D3431,Biological materials,0.00,36.0896
D3432,Guided tissue regeneration,0.00,36.0896
D3450,Root amputation,0.00,36.0896
D3460,Endodontic endosseous implan,0.00,36.0896
D3470,Intentional replantation,0.00,36.0896
D3910,Isolation- tooth w rubb dam,0.00,36.0896
D3920,Tooth splitting,0.00,36.0896
D3950,Canal prep/fitting of dowel,0.00,36.0896
D3999,Endodontic procedure,0.00,36.0896
D4210,Gingivectomy/plasty 4 or mor,0.00,36.0896
D4211,Gingivectomy/plasty 1 to 3,0.00,36.0896
D4212,Gingivectomy/plasty rest,0.00,36.0896
D4230,Ana crown exp 4 or> per quad,0.00,36.0896
D4231,Ana crown exp 1-3 per quad,0.00,36.0896
D4240,Gingival flap proc w/ planin,0.00,36.0896
D4241,Gngvl flap w rootplan 1-3 th,0.00,36.0896
D4245,Apically positioned flap,0.00,36.0896
D4249,Crown lengthen hard tissue,0.00,36.0896
D4260,Osseous surgery 4 or more,0.00,36.0896
D4261,Osseous surg 1 to 3 teeth,0.00,36.0896
D4263,Bone replce graft first site,0.00,36.0896
D4264,Bone replce graft each add,0.00,36.0896
D4265,Bio mtrls to aid soft/os reg,0.00,36.0896
D4266,Guided tiss regen resorble,0.00,36.0896
D4267,Guided tiss regen nonresorb,0.00,36.0896
D4268,Surgical revision procedure,0.00,36.0896
D4270,Pedicle soft tissue graft pr,0.00,36.0896
D4273,Auto tissue graft 1st tooth,0.00,36.0896
D4274,Mesial/distal wedge proc,0.00,36.0896
D4275,Non-auto graft 1st tooth,0.00,36.0896
D4276,Con tissue w dble ped graft,0.00,36.0896
D4277,Soft tissue graft firsttooth,0.00,36.0896
D4278,Soft tissue graft addl tooth,0.00,36.0896
D4283,Auto tissue graft addl tooth,0.00,36.0896
D4285,Non-auto graft addl tooth,0.00,36.0896
D4320,Provision splnt intracoronal,0.00,36.0896
D4321,Provisional splint extracoro,0.00,36.0896
D4341,Periodontal scaling & root,0.00,36.0896
D4342,Periodontal scaling 1-3teeth,0.00,36.0896
D4346,Scaling gingiv inflammation,0.00,36.0896
D4355,Full mouth debridement,0.00,36.0896
D4381,Localized delivery antimicro,0.00,36.0896
D4910,Periodontal maint procedures,0.00,36.0896
D4920,Unscheduled dressing change,0.00,36.0896
D4921,Gingival irrigation per quad,0.00,36.0896
D4999,Unspecified periodontal proc,0.00,36.0896
D5110,Dentures complete maxillary,0.00,36.0896
D5120,Dentures complete mandible,0.00,36.0896
D5130,Dentures immediat maxillary,0.00,36.0896
D5140,Dentures immediat mandible,0.00,36.0896
D5211,Dentures maxill part resin,0.00,36.0896
D5212,Dentures mand part resin,0.00,36.0896
D5213,Dentures maxill part metal,0.00,36.0896
D5214,Dentures mandibl part metal,0.00,36.0896
D5221,Immed max part denture resin,0.00,36.0896
D5222,Immed man part denture resin,0.00,36.0896
D5223,Immed max part dent metal,0.00,36.0896
D5224,Immed mand part dent metal,0.00,36.0896
D5225,Maxillary part denture flex,0.00,36.0896
D5226,Mandibular part denture flex,0.00,36.0896
D5282,"Remove unil part denture,max",0.00,36.0896
D5283,"Remove unil part denture,man",0.00,36.0896
D5284,Rem unilat dent flex base,0.00,36.0896
D5286,Rem unilat dent 1 pc resin,0.00,36.0896
D5410,Dentures adjust cmplt maxil,0.00,36.0896
D5411,Dentures adjust cmplt mand,0.00,36.0896
D5421,Dentures adjust part maxill,0.00,36.0896
D5422,Dentures adjust part mandbl,0.00,36.0896
D5511,Rep broke comp dent base man,0.00,36.0896
D5512,Rep broke comp dent base max,0.00,36.0896
D5520,Replace denture teeth complt,0.00,36.0896
D5611,Rep resin part dent base man,0.00,36.0896
D5612,Rep resin part dent base max,0.00,36.0896
D5621,Rep cast part frame man,0.00,36.0896
D5622,Rep cast part frame max,0.00,36.0896
D5630,Rep partial denture clasp,0.00,36.0896
D5640,Replace part denture teeth,0.00,36.0896
D5650,Add tooth to partial denture,0.00,36.0896
D5660,Add clasp to partial denture,0.00,36.0896
D5670,Replc tth&acrlc on mtl frmwk,0.00,36.0896
D5671,Replc tth&acrlc mandibular,0.00,36.0896
D5710,Dentures rebase cmplt maxil,0.00,36.0896
D5711,Dentures rebase cmplt mand,0.00,36.0896
D5720,Dentures rebase part maxill,0.00,36.0896
D5721,Dentures rebase part mandbl,0.00,36.0896
D5730,Denture reln cmplt maxil ch,0.00,36.0896
D5731,Denture reln cmplt mand chr,0.00,36.0896
D5740,Denture reln part maxil chr,0.00,36.0896
D5741,Denture reln part mand chr,0.00,36.0896
D5750,Denture reln cmplt max lab,0.00,36.0896
D5751,Denture reln cmplt mand lab,0.00,36.0896
D5760,Denture reln part maxil lab,0.00,36.0896
D5761,Denture reln part mand lab,0.00,36.0896
D5810,Denture interm cmplt maxill,0.00,36.0896
D5811,Denture interm cmplt mandbl,0.00,36.0896
D5820,Denture interm part maxill,0.00,36.0896
D5821,Denture interm part mandbl,0.00,36.0896
D5850,Denture tiss conditn maxill,0.00,36.0896
D5851,Denture tiss condtin mandbl,0.00,36.0896
D5862,Precision attachment,0.00,36.0896
D5863,Overdenture complete max,0.00,36.0896
D5864,Overdenture partial max,0.00,36.0896
D5865,Overdenture complete mandib,0.00,36.0896
D5866,Overdenture partial mandib,0.00,36.0896
D5867,Replacement of precision att,0.00,36.0896
D5875,Prosthesis modification,0.00,36.0896
D5876,Add metal sub to acrylc dent,0.00,36.0896
D5899,Removable prosthodontic proc,0.00,36.0896
D5911,Facial moulage sectional,0.00,36.0896
